id,year,month,day,hour,minute,surfaceHeight
219,2010,1,10,3,9,0.2
220,2010,1,10,3,54,0.16
221,2010,1,10,4,40,0.07
222,2010,1,10,5,1,0.05
223,2010,1,10,5,4,0.03
224,2010,1,10,5,23,0.02
225,2010,1,10,5,54,-0.03
226,2010,1,10,6,15,-0.05
227,2010,1,10,6,22,-0.06
228,2010,1,10,7,32,-0.11
229,2010,1,10,10,43,-0.13
230,2010,1,10,12,34,-0.16
231,2010,1,10,14,13,-0.17
232,2010,1,10,14,51,-0.2
233,2010,1,10,15,31,-0.25
234,2010,1,10,16,29,-0.3
235,2010,1,10,17,16,-0.29
236,2010,1,10,17,39,-0.26
237,2010,1,10,18,14,-0.2
238,2010,1,10,19,31,-0.08
239,2010,1,10,20,5,-0.04
240,2010,1,10,20,13,-0.03
241,2010,1,10,22,5,0.05
242,2010,1,10,23,59,0.1
243,2010,1,11,3,12,0.11
244,2010,1,11,3,27,0.1
245,2010,1,11,3,30,0.09
246,2010,1,11,3,56,0.07
247,2010,1,11,4,10,0.06
248,2010,1,11,4,14,0.04
249,2010,1,11,5,38,-0.02
250,2010,1,11,5,46,-0.03
251,2010,1,11,6,22,-0.05
252,2010,1,11,6,29,-0.06
253,2010,1,11,7,46,-0.1
254,2010,1,11,8,22,-0.1
255,2010,1,11,8,25,-0.12
256,2010,1,11,9,37,-0.15
257,2010,1,11,9,42,-0.16
258,2010,1,11,10,32,-0.18
259,2010,1,11,10,39,-0.2
260,2010,1,11,12,29,-0.24
261,2010,1,11,14,33,-0.33
262,2010,1,11,14,44,-0.36
263,2010,1,11,17,54,-0.35
264,2010,1,11,19,20,-0.36
265,2010,1,11,21,8,-0.34
266,2010,1,11,22,7,-0.27
267,2010,1,11,22,50,-0.24
268,2010,1,11,22,55,-0.23
269,2010,1,12,0,36,-0.18
270,2010,1,12,1,0,-0.2
271,2010,1,12,1,6,-0.21
272,2010,1,12,1,28,-0.22
273,2010,1,12,2,26,-0.3
274,2010,1,12,3,20,-0.35
275,2010,1,12,3,24,-0.36
276,2010,1,12,3,43,-0.37
277,2010,1,12,3,49,-0.39
278,2010,1,12,4,37,-0.42
279,2010,1,12,4,46,-0.44
280,2010,1,12,7,55,-0.52
281,2010,1,12,12,9,-0.61
282,2010,1,12,13,42,-0.61
283,2010,1,12,15,3,-0.52
284,2010,1,12,15,47,-0.49
285,2010,1,12,19,15,-0.51
286,2010,1,12,20,52,-0.38
287,2010,1,12,21,46,-0.32
288,2010,1,13,0,4,-0.25
289,2010,1,13,0,56,-0.21
290,2010,1,13,2,25,-0.2
291,2010,1,13,5,1,-0.27
292,2010,1,13,5,49,-0.32
293,2010,1,13,5,53,-0.33
294,2010,1,13,8,59,-0.44
295,2010,1,13,9,5,-0.45
296,2010,1,13,10,52,-0.49
297,2010,1,13,13,16,-0.39
298,2010,1,13,15,49,-0.36
299,2010,1,13,16,27,-0.3
300,2010,1,13,17,22,-0.18
301,2010,1,13,18,11,-0.09
302,2010,1,13,18,59,-0.06
303,2010,1,13,19,41,-0.08
304,2010,1,13,20,45,-0.13
305,2010,1,14,0,21,-0.2
306,2010,1,14,1,6,-0.25
307,2010,1,14,1,44,-0.32
308,2010,1,14,2,3,-0.34
309,2010,1,14,2,7,-0.36
310,2010,1,14,2,19,-0.36
311,2010,1,14,2,20,-0.39
312,2010,1,14,2,29,-0.39
313,2010,1,14,2,53,-0.44
314,2010,1,14,4,4,-0.54
315,2010,1,14,4,57,-0.58
316,2010,1,14,5,42,-0.58
317,2010,1,14,6,51,-0.53
318,2010,1,14,7,43,-0.56
319,2010,1,14,8,9,-0.58
320,2010,1,14,8,13,-0.59
321,2010,1,14,9,37,-0.6
322,2010,1,14,9,45,-0.62
323,2010,1,14,10,37,-0.61
324,2010,1,14,10,41,-0.63
325,2010,1,14,11,19,-0.66
326,2010,1,14,11,39,-0.65
327,2010,1,14,12,9,-0.64
328,2010,1,14,12,23,-0.59
329,2010,1,14,12,35,-0.59
330,2010,1,14,12,50,-0.55
331,2010,1,14,13,8,-0.53
332,2010,1,14,13,47,-0.52
333,2010,1,14,13,52,-0.51
334,2010,1,14,15,39,-0.49
335,2010,1,14,18,18,-0.43
336,2010,1,14,21,50,-0.42
337,2010,1,15,0,30,-0.38
338,2010,1,15,1,3,-0.4
339,2010,1,15,1,6,-0.41
340,2010,1,15,1,22,-0.42
341,2010,1,15,1,55,-0.47
342,2010,1,15,3,18,-0.57
343,2010,1,15,4,37,-0.6
344,2010,1,15,5,46,-0.56
345,2010,1,15,7,21,-0.53
346,2010,1,15,8,49,-0.55
347,2010,1,15,10,21,-0.62
348,2010,1,15,10,48,-0.66
349,2010,1,15,11,10,-0.7
350,2010,1,15,11,52,-0.7
351,2010,1,15,12,51,-0.58
352,2010,1,15,13,40,-0.51
353,2010,1,15,14,31,-0.47
354,2010,1,15,15,46,-0.45
355,2010,1,15,16,35,-0.47
356,2010,1,15,17,49,-0.6
357,2010,1,15,18,24,-0.63
358,2010,1,15,19,18,-0.63
359,2010,1,15,20,39,-0.6
360,2010,1,16,0,11,-0.69
361,2010,1,16,2,22,-0.67
362,2010,1,16,4,45,-0.73
363,2010,1,16,8,59,-0.74
364,2010,1,16,11,25,-0.72
365,2010,1,16,15,15,-0.74
366,2010,1,16,17,39,-0.78
367,2010,1,16,19,24,-0.77
368,2010,1,16,20,9,-0.72
369,2010,1,16,22,7,-0.47
370,2010,1,16,22,28,-0.42
371,2010,1,16,23,9,-0.33
372,2010,1,16,23,55,-0.3
373,2010,1,17,0,44,-0.33
374,2010,1,17,1,16,-0.38
375,2010,1,17,2,10,-0.45
376,2010,1,17,3,41,-0.5
377,2010,1,17,6,34,-0.45
378,2010,1,17,10,24,-0.54
379,2010,1,17,10,29,-0.55
380,2010,1,17,11,5,-0.58
381,2010,1,17,11,15,-0.6
382,2010,1,17,15,29,-0.68
383,2010,1,17,18,45,-0.68
384,2010,1,17,21,19,-0.7
385,2010,1,17,22,9,-0.75
386,2010,1,17,23,59,-0.81
387,2010,1,18,5,38,-0.89
388,2010,1,18,6,43,-0.84
389,2010,1,18,8,11,-0.82
390,2010,1,18,10,39,-0.86
391,2010,1,18,14,42,-0.76
392,2010,1,18,17,51,-0.78
393,2010,1,18,19,33,-0.75
394,2010,1,19,1,56,-0.77
395,2010,1,19,3,46,-0.75
396,2010,1,19,6,44,-0.83
397,2010,1,19,15,12,-0.85
398,2010,1,19,17,2,-0.83
399,2010,1,19,17,56,-0.79
400,2010,1,19,18,31,-0.76
401,2010,1,19,23,15,-0.61
402,2010,1,20,1,29,-0.6
403,2010,1,20,5,16,-0.63
404,2010,1,20,7,13,-0.56
405,2010,1,20,10,17,-0.65
406,2010,1,20,10,20,-0.67
407,2010,1,20,12,50,-0.68
408,2010,1,20,14,56,-0.72
409,2010,1,20,16,23,-0.69
410,2010,1,20,17,48,-0.58
411,2010,1,20,19,42,-0.54
412,2010,1,20,21,12,-0.4
413,2010,1,20,21,37,-0.38
414,2010,1,21,0,39,-0.41
415,2010,1,21,2,44,-0.41
416,2010,1,21,6,6,-0.47
417,2010,1,21,7,13,-0.53
418,2010,1,21,7,18,-0.55
419,2010,1,21,8,18,-0.58
420,2010,1,21,8,26,-0.6
421,2010,1,21,11,44,-0.66
422,2010,1,21,14,0,-0.63
423,2010,1,21,16,4,-0.45
424,2010,1,21,16,53,-0.41
425,2010,1,21,18,46,-0.39
426,2010,1,21,20,32,-0.3
427,2010,1,21,22,7,-0.27
428,2010,1,21,22,49,-0.29
429,2010,1,21,22,52,-0.31
430,2010,1,21,23,19,-0.32
431,2010,1,21,23,54,-0.37
432,2010,1,22,0,57,-0.43
433,2010,1,22,1,10,-0.45
434,2010,1,22,1,14,-0.46
435,2010,1,22,1,40,-0.49
436,2010,1,22,1,44,-0.5
437,2010,1,22,3,6,-0.56
438,2010,1,22,7,20,-0.65
439,2010,1,22,9,53,-0.68
440,2010,1,22,10,56,-0.71
441,2010,1,22,11,4,-0.73
442,2010,1,22,11,25,-0.76
443,2010,1,22,12,31,-0.77
444,2010,1,22,13,44,-0.71
445,2010,1,22,14,10,-0.67
446,2010,1,22,14,28,-0.64
447,2010,1,22,16,3,-0.6
448,2010,1,22,17,16,-0.56
449,2010,1,22,18,30,-0.57
450,2010,1,22,20,0,-0.68
451,2010,1,22,20,27,-0.7
452,2010,1,22,20,34,-0.71
453,2010,1,22,21,34,-0.71
454,2010,1,22,23,11,-0.66
455,2010,1,23,2,25,-0.68
456,2010,1,23,4,50,-0.64
457,2010,1,23,14,21,-0.79
458,2010,1,23,16,6,-0.79
459,2010,1,23,19,31,-0.75
460,2010,1,23,21,50,-0.77
461,2010,1,23,22,16,-0.75
462,2010,1,23,22,53,-0.68
463,2010,1,23,22,59,-0.66
464,2010,1,23,23,32,-0.61
465,2010,1,24,0,12,-0.56
466,2010,1,24,1,3,-0.52
467,2010,1,24,2,1,-0.53
468,2010,1,24,2,40,-0.57
469,2010,1,24,2,47,-0.59
470,2010,1,24,3,42,-0.64
471,2010,1,24,4,46,-0.64
472,2010,1,24,4,54,-0.63
473,2010,1,24,4,58,-0.62
474,2010,1,24,10,15,-0.55
475,2010,1,24,11,18,-0.58
476,2010,1,24,11,24,-0.59
477,2010,1,24,12,10,-0.63
478,2010,1,24,12,14,-0.64
479,2010,1,24,12,32,-0.66
480,2010,1,24,12,39,-0.67
481,2010,1,24,14,34,-0.76
482,2010,1,24,16,10,-0.79
483,2010,1,24,17,10,-0.75
484,2010,1,24,17,28,-0.73
485,2010,1,24,18,53,-0.69
486,2010,1,24,21,12,-0.71
487,2010,1,24,23,22,-0.79
488,2010,1,25,4,11,-0.81
489,2010,1,25,6,1,-0.83
490,2010,1,25,7,21,-0.79
491,2010,1,25,7,46,-0.77
492,2010,1,25,9,21,-0.74
493,2010,1,25,10,54,-0.74
494,2010,1,25,11,51,-0.7
495,2010,1,25,12,29,-0.65
496,2010,1,25,13,39,-0.59
497,2010,1,25,17,53,-0.48
498,2010,1,25,18,42,-0.44
499,2010,1,25,20,33,-0.3
500,2010,1,25,21,14,-0.25
501,2010,1,25,23,38,-0.19
502,2010,1,26,1,19,-0.21
503,2010,1,26,1,23,-0.21
504,2010,1,26,1,25,-0.23
505,2010,1,26,1,55,-0.24
506,2010,1,26,2,28,-0.29
507,2010,1,26,2,33,-0.31
508,2010,1,26,4,3,-0.43
509,2010,1,26,7,48,-0.52
510,2010,1,26,7,52,-0.53
511,2010,1,26,8,43,-0.56
512,2010,1,26,9,51,-0.63
513,2010,1,26,9,55,-0.64
514,2010,1,26,10,42,-0.68
515,2010,1,26,10,48,-0.69
516,2010,1,26,12,10,-0.69
517,2010,1,26,13,43,-0.63
518,2010,1,26,14,5,-0.58
519,2010,1,26,15,25,-0.51
520,2010,1,26,17,32,-0.45
521,2010,1,26,19,16,-0.32
522,2010,1,26,21,18,-0.22
523,2010,1,27,0,52,-0.17
524,2010,1,27,2,6,-0.2
525,2010,1,27,2,40,-0.24
526,2010,1,27,2,44,-0.26
527,2010,1,27,3,24,-0.29
528,2010,1,27,4,11,-0.33
529,2010,1,27,4,15,-0.35
530,2010,1,27,5,23,-0.4
531,2010,1,27,7,24,-0.43
532,2010,1,27,11,29,-0.42
533,2010,1,27,11,59,-0.38
534,2010,1,27,13,32,-0.21
535,2010,1,27,14,19,-0.15
536,2010,1,27,16,54,-0.12
537,2010,1,27,18,27,-0.08
538,2010,1,27,21,54,-0.09
539,2010,1,28,1,3,-0.06
540,2010,1,28,2,55,-0.11
541,2010,1,28,4,3,-0.16
542,2010,1,28,4,50,-0.23
543,2010,1,28,4,55,-0.24
544,2010,1,28,5,4,-0.25
545,2010,1,28,5,8,-0.26
546,2010,1,28,5,48,-0.31
547,2010,1,28,5,53,-0.33
548,2010,1,28,7,0,-0.4
549,2010,1,28,7,3,-0.41
550,2010,1,28,7,41,-0.44
551,2010,1,28,7,44,-0.46
552,2010,1,28,8,30,-0.5
553,2010,1,28,8,34,-0.51
554,2010,1,28,8,46,-0.52
555,2010,1,28,8,49,-0.54
556,2010,1,28,10,30,-0.62
557,2010,1,28,11,30,-0.61
558,2010,1,28,11,48,-0.59
559,2010,1,28,12,49,-0.47
560,2010,1,28,13,32,-0.42
561,2010,1,28,15,17,-0.36
562,2010,1,28,16,16,-0.29
563,2010,1,28,17,12,-0.21
564,2010,1,28,19,53,-0.12
565,2010,1,28,20,0,-0.11
566,2010,1,28,21,2,-0.06
567,2010,1,28,22,3,-0.05
568,2010,1,28,22,38,-0.06
569,2010,1,28,22,44,-0.07
570,2010,1,29,2,10,-0.09
571,2010,1,29,3,46,-0.14
572,2010,1,29,4,40,-0.2
573,2010,1,29,5,8,-0.25
574,2010,1,29,5,38,-0.27
575,2010,1,29,5,45,-0.29
576,2010,1,29,6,18,-0.32
577,2010,1,29,6,21,-0.33
578,2010,1,29,6,46,-0.34
579,2010,1,29,7,22,-0.37
580,2010,1,29,8,11,-0.42
581,2010,1,29,8,14,-0.44
582,2010,1,29,8,46,-0.45
583,2010,1,29,8,53,-0.47
584,2010,1,29,10,19,-0.5
585,2010,1,29,12,34,-0.48
586,2010,1,29,13,49,-0.52
587,2010,1,29,14,8,-0.54
588,2010,1,29,15,35,-0.56
589,2010,1,29,16,54,-0.54
590,2010,1,29,18,24,-0.44
591,2010,1,29,19,52,-0.4
592,2010,1,29,20,45,-0.33
593,2010,1,29,20,56,-0.3
594,2010,1,29,21,20,-0.27
595,2010,1,29,22,25,-0.19
596,2010,1,29,23,34,-0.18
597,2010,1,30,0,3,-0.2
598,2010,1,30,1,8,-0.28
599,2010,1,30,2,2,-0.35
600,2010,1,30,2,45,-0.34
601,2010,1,30,4,12,-0.27
602,2010,1,30,5,29,-0.29
603,2010,1,30,5,47,-0.31
604,2010,1,30,5,51,-0.32
605,2010,1,30,6,43,-0.36
606,2010,1,30,6,47,-0.36
607,2010,1,30,6,50,-0.38
608,2010,1,30,7,26,-0.4
609,2010,1,30,7,33,-0.41
610,2010,1,30,10,3,-0.46
611,2010,1,30,11,48,-0.54
612,2010,1,30,13,31,-0.59
613,2010,1,30,15,55,-0.52
614,2010,1,30,17,34,-0.4
615,2010,1,30,18,20,-0.36
616,2010,1,30,18,51,-0.32
617,2010,1,30,19,59,-0.28
618,2010,1,30,22,11,-0.26
619,2010,1,31,0,47,-0.19
620,2010,1,31,2,9,-0.16
621,2010,1,31,3,30,-0.09
622,2010,1,31,4,28,-0.11
623,2010,1,31,4,54,-0.13
624,2010,1,31,5,24,-0.18
625,2010,1,31,7,2,-0.28
626,2010,1,31,8,40,-0.33
627,2010,1,31,10,42,-0.33
628,2010,1,31,13,4,-0.36
629,2010,1,31,13,53,-0.32
630,2010,1,31,15,25,-0.21
631,2010,1,31,16,16,-0.18
632,2010,1,31,18,58,-0.14
633,2010,1,31,19,48,-0.16
634,2010,1,31,20,0,-0.18
635,2010,1,31,21,30,-0.21
636,2010,1,31,22,11,-0.19
637,2010,1,31,23,9,-0.14
638,2010,1,31,23,59,-0.13
639,2010,2,1,1,25,-0.17
640,2010,2,1,1,29,-0.18
641,2010,2,1,4,8,-0.21
642,2010,2,1,4,31,-0.24
643,2010,2,1,9,18,-0.39
644,2010,2,1,10,31,-0.37
645,2010,2,1,11,7,-0.32
646,2010,2,1,12,15,-0.2
647,2010,2,1,12,54,-0.16
648,2010,2,1,14,16,-0.14
649,2010,2,1,16,35,-0.12
650,2010,2,1,17,57,-0.13
651,2010,2,1,18,24,-0.16
652,2010,2,1,18,27,-0.17
653,2010,2,1,18,40,-0.18
654,2010,2,1,18,43,-0.19
655,2010,2,1,18,56,-0.2
656,2010,2,1,19,31,-0.25
657,2010,2,1,20,24,-0.31
658,2010,2,1,23,6,-0.36
659,2010,2,1,23,30,-0.39
660,2010,2,2,1,42,-0.45
661,2010,2,2,3,47,-0.48
662,2010,2,2,4,23,-0.47
663,2010,2,2,5,42,-0.39
664,2010,2,2,6,57,-0.39
665,2010,2,2,7,50,-0.43
666,2010,2,2,9,12,-0.54
667,2010,2,2,11,26,-0.59
668,2010,2,2,12,42,-0.55
669,2010,2,2,13,28,-0.51
670,2010,2,2,14,17,-0.45
671,2010,2,2,15,45,-0.33
672,2010,2,2,16,42,-0.27
673,2010,2,2,18,16,-0.24
674,2010,2,2,20,30,-0.25
675,2010,2,2,22,54,-0.21
676,2010,2,3,2,18,-0.29
677,2010,2,3,4,29,-0.28
678,2010,2,3,4,59,-0.31
679,2010,2,3,7,15,-0.36
680,2010,2,3,8,6,-0.42
681,2010,2,3,9,53,-0.49
682,2010,2,3,10,14,-0.51
683,2010,2,3,10,19,-0.53
684,2010,2,3,10,41,-0.54
685,2010,2,3,11,16,-0.56
686,2010,2,3,11,22,-0.57
687,2010,2,3,12,37,-0.59
688,2010,2,3,13,6,-0.55
689,2010,2,3,13,36,-0.49
690,2010,2,3,14,15,-0.42
691,2010,2,3,15,6,-0.35
692,2010,2,3,15,36,-0.29
693,2010,2,3,17,16,-0.21
694,2010,2,3,18,33,-0.2
695,2010,2,3,21,2,-0.26
696,2010,2,3,23,10,-0.19
697,2010,2,3,23,42,-0.21
698,2010,2,4,0,27,-0.26
699,2010,2,4,1,29,-0.37
700,2010,2,4,2,30,-0.47
701,2010,2,4,3,50,-0.52
702,2010,2,4,6,9,-0.49
703,2010,2,4,9,45,-0.59
704,2010,2,4,9,53,-0.62
705,2010,2,4,10,8,-0.63
706,2010,2,4,10,12,-0.65
707,2010,2,4,10,53,-0.68
708,2010,2,4,12,23,-0.71
709,2010,2,4,12,44,-0.72
710,2010,2,4,13,34,-0.71
711,2010,2,4,14,14,-0.64
712,2010,2,4,16,28,-0.35
713,2010,2,4,17,1,-0.3
714,2010,2,4,18,17,-0.26
715,2010,2,4,20,52,-0.29
716,2010,2,4,21,22,-0.27
717,2010,2,4,21,55,-0.24
718,2010,2,4,22,44,-0.21
719,2010,2,4,23,47,-0.21
720,2010,2,5,0,5,-0.23
721,2010,2,5,0,35,-0.24
722,2010,2,5,1,3,-0.27
723,2010,2,5,1,7,-0.28
724,2010,2,5,2,0,-0.32
725,2010,2,5,3,31,-0.36
726,2010,2,5,5,20,-0.39
727,2010,2,5,5,29,-0.41
728,2010,2,5,5,47,-0.42
729,2010,2,5,5,51,-0.43
730,2010,2,5,6,29,-0.47
731,2010,2,5,7,9,-0.54
732,2010,2,5,7,55,-0.6
733,2010,2,5,8,50,-0.63
734,2010,2,5,9,25,-0.64
735,2010,2,5,9,32,-0.66
736,2010,2,5,10,19,-0.69
737,2010,2,5,13,49,-0.66
738,2010,2,5,14,37,-0.57
739,2010,2,5,15,27,-0.49
740,2010,2,5,16,15,-0.45
741,2010,2,5,18,1,-0.43
742,2010,2,5,18,42,-0.37
743,2010,2,5,19,30,-0.31
744,2010,2,5,20,18,-0.27
745,2010,2,5,22,57,-0.21
746,2010,2,6,0,32,-0.24
747,2010,2,6,0,38,-0.25
748,2010,2,6,2,28,-0.27
749,2010,2,6,3,36,-0.3
750,2010,2,6,3,40,-0.31
751,2010,2,6,3,52,-0.32
752,2010,2,6,4,23,-0.36
753,2010,2,6,5,11,-0.46
754,2010,2,6,6,53,-0.62
755,2010,2,6,7,12,-0.64
756,2010,2,6,7,18,-0.65
757,2010,2,6,8,42,-0.68
758,2010,2,6,11,6,-0.64
759,2010,2,6,15,11,-0.72
760,2010,2,6,19,25,-0.76
761,2010,2,6,21,0,-0.72
762,2010,2,6,22,32,-0.68
763,2010,2,7,2,32,-0.65
764,2010,2,7,5,0,-0.6
765,2010,2,7,8,36,-0.7
766,2010,2,7,12,0,-0.73
767,2010,2,7,13,12,-0.76
768,2010,2,7,13,31,-0.78
769,2010,2,7,14,59,-0.81
770,2010,2,7,17,21,-0.74
771,2010,2,7,21,0,-0.77
772,2010,2,7,23,59,-0.68
773,2010,2,8,3,15,-0.65
774,2010,2,8,3,48,-0.67
775,2010,2,8,4,27,-0.71
776,2010,2,8,6,43,-0.78
777,2010,2,8,6,47,-0.8
778,2010,2,8,8,46,-0.83
779,2010,2,8,9,29,-0.81
780,2010,2,8,9,54,-0.78
